OrderID,Date,ProductID,CustomerID,EmployeeID,Quantity,UnitPrice
1181,2024-11-11 00:00:00,43,230,10,6,101
1182,2024-07-07 00:00:00,40,210,25,4,931
1183,2023-06-19 00:00:00,3,227,48,5,671
1184,2024-10-21 00:00:00,46,13,37,5,584
1185,2023-02-24 00:00:00,36,44,13,10,564
1186,2023-05-04 00:00:00,37,268,13,8,524
1187,2023-09-09 00:00:00,43,273,12,1,291
1188,2023-11-25 00:00:00,46,297,29,2,836
1189,2024-02-29 00:00:00,26,24,32,1,358
1190,2023-04-12 00:00:00,2,271,21,7,273
1191,2023-04-02 00:00:00,35,87,19,3,197
1192,2023-11-30 00:00:00,10,158,27,3,70
1193,2023-11-24 00:00:00,12,14,46,1,315
1194,2023-05-04 00:00:00,10,212,21,5,394
1195,2024-06-04 00:00:00,4,104,16,10,610
1196,2024-04-20 00:00:00,49,259,25,2,285
1197,2023-08-28 00:00:00,36,209,5,8,39
1198,2024-07-22 00:00:00,2,138,36,10,701
1199,2024-10-13 00:00:00,42,65,20,10,426
1200,2023-09-09 00:00:00,33,105,10,6,563
1201,2024-04-20 00:00:00,35,217,36,8,52
1202,2024-05-08 00:00:00,40,149,42,3,10
1203,2023-08-06 00:00:00,18,129,44,7,369
1204,2024-07-30 00:00:00,38,262,19,1,175
1205,2023-05-24 00:00:00,5,154,6,7,725
1206,2023-11-22 00:00:00,47,285,18,7,225
1207,2023-10-07 00:00:00,44,176,41,5,780
1208,2023-12-03 00:00:00,16,165,22,4,480
1209,2023-01-10 00:00:00,2,69,42,1,633
1210,2024-05-15 00:00:00,44,89,27,9,926
1211,2024-10-28 00:00:00,49,202,35,2,816
1212,2024-01-21 00:00:00,5,276,2,8,698
1213,2024-12-14 00:00:00,39,184,25,3,869
1214,2023-01-10 00:00:00,1,64,30,6,968
1215,2024-01-02 00:00:00,15,11,49,5,706
1216,2023-08-28 00:00:00,13,47,40,5,837
1217,2024-12-24 00:00:00,32,186,3,5,514
1218,2023-04-24 00:00:00,39,108,1,4,850
1219,2024-11-06 00:00:00,18,292,33,8,184
1220,2024-08-25 00:00:00,48,290,44,10,588
1221,2023-08-22 00:00:00,9,34,9,5,965
1222,2024-09-21 00:00:00,34,141,13,1,719
1223,2024-11-20 00:00:00,17,287,30,1,970
1224,2023-10-08 00:00:00,42,27,21,7,874
1225,2023-02-14 00:00:00,8,266,30,8,380
1226,2024-04-04 00:00:00,47,115,4,5,950
1227,2024-08-08 00:00:00,21,3,26,4,352
1228,2023-09-13 00:00:00,2,116,45,7,990
1229,2023-04-10 00:00:00,13,85,22,5,74
1230,2023-12-09 00:00:00,2,246,28,1,616
1231,2023-02-25 00:00:00,17,127,7,8,254
1232,2024-03-25 00:00:00,22,267,16,2,804
1233,2023-03-04 00:00:00,49,49,41,8,602
1234,2024-03-28 00:00:00,3,194,21,2,811
1235,2023-02-27 00:00:00,4,155,40,7,77
1236,2024-02-25 00:00:00,36,27,19,7,421
1237,2024-09-27 00:00:00,15,6,30,7,485
1238,2024-08-24 00:00:00,40,52,22,1,474
1239,2024-08-30 00:00:00,13,56,7,1,619
1240,2024-05-07 00:00:00,13,294,9,9,272
1241,2023-03-03 00:00:00,47,228,12,4,150
1242,2024-01-02 00:00:00,9,160,38,7,535
1243,2024-09-09 00:00:00,20,299,35,3,160
1244,2024-11-25 00:00:00,22,150,24,1,540
1245,2023-02-25 00:00:00,10,30,16,9,848
1246,2023-03-12 00:00:00,28,177,13,4,665
1247,2024-04-23 00:00:00,22,97,43,8,721
1248,2023-11-03 00:00:00,39,170,38,10,996
1249,2023-02-13 00:00:00,27,169,11,2,475
1250,2024-09-30 00:00:00,32,113,1,4,719
1251,2023-07-30 00:00:00,14,123,31,6,836
1252,2023-01-31 00:00:00,26,95,1,6,20
1253,2024-08-22 00:00:00,36,59,10,5,460
1254,2023-06-28 00:00:00,49,185,3,1,213
1255,2023-09-09 00:00:00,15,135,47,3,357
1256,2023-04-14 00:00:00,12,101,2,3,873
1257,2023-11-09 00:00:00,2,71,25,2,356
1258,2024-06-23 00:00:00,30,123,24,6,686
1259,2023-05-14 00:00:00,40,223,46,2,131
1260,2024-09-05 00:00:00,13,99,35,7,721
1261,2024-07-02 00:00:00,28,126,3,10,611
1262,2023-10-14 00:00:00,19,77,21,4,64
1263,2024-04-26 00:00:00,9,261,38,8,224
1264,2024-10-22 00:00:00,43,34,11,9,407
1265,2023-11-26 00:00:00,49,261,24,8,541
1266,2024-04-30 00:00:00,46,192,34,8,742
1267,2023-08-13 00:00:00,18,298,26,10,675
1268,2024-01-22 00:00:00,13,232,16,7,233
1269,2023-03-28 00:00:00,37,81,24,5,573
1270,2024-04-21 00:00:00,19,228,34,6,245
1271,2024-01-12 00:00:00,33,173,28,8,488
1272,2023-08-28 00:00:00,32,163,18,7,35
1273,2024-06-09 00:00:00,17,39,23,2,311
1274,2024-01-04 00:00:00,35,41,18,4,110
1275,2023-09-14 00:00:00,3,280,13,6,211
1276,2024-07-10 00:00:00,20,141,13,10,151
1277,2024-02-18 00:00:00,17,5,50,5,298
1278,2023-06-02 00:00:00,26,297,49,1,493
1279,2024-08-24 00:00:00,26,117,15,4,495
1280,2023-11-17 00:00:00,36,240,47,8,358
1281,2024-07-25 00:00:00,13,220,50,7,224
1282,2023-01-10 00:00:00,2,192,9,10,904
1283,2024-02-18 00:00:00,32,182,22,4,439
1284,2023-02-02 00:00:00,49,276,20,6,611
1285,2024-09-14 00:00:00,9,79,22,10,654
1286,2024-07-01 00:00:00,37,201,25,4,981
1287,2024-04-07 00:00:00,25,97,31,2,346
1288,2023-07-01 00:00:00,41,156,6,3,116
1289,2024-01-31 00:00:00,3,251,2,3,213
1290,2024-04-10 00:00:00,19,106,15,5,685
1291,2024-02-25 00:00:00,4,189,34,1,185
1292,2023-03-12 00:00:00,26,81,8,3,559
1293,2024-12-27 00:00:00,25,106,9,4,327
1294,2024-08-24 00:00:00,43,244,11,10,598
1295,2023-05-27 00:00:00,13,258,46,8,292
1296,2023-12-03 00:00:00,29,33,26,10,836
1297,2023-04-04 00:00:00,37,252,30,8,599
1298,2023-06-29 00:00:00,19,234,23,5,410
1299,2024-01-29 00:00:00,27,128,12,10,760
1300,2023-02-14 00:00:00,43,94,45,10,107
1301,2023-03-10 00:00:00,16,81,18,9,308
1302,2024-01-13 00:00:00,45,112,32,7,790
1303,2023-09-16 00:00:00,5,54,33,6,429
1304,2024-12-12 00:00:00,14,260,3,8,37
1305,2023-07-19 00:00:00,44,237,25,6,773
1306,2023-05-20 00:00:00,26,20,1,5,127
1307,2024-11-03 00:00:00,21,238,32,8,79
1308,2023-06-15 00:00:00,16,225,9,8,850
1309,2024-07-01 00:00:00,11,10,39,2,191
1310,2024-11-24 00:00:00,48,201,11,2,697
1311,2023-02-05 00:00:00,18,79,29,6,192
1312,2024-10-12 00:00:00,44,273,14,8,723
1313,2023-01-05 00:00:00,34,53,25,5,464
1314,2023-09-02 00:00:00,4,194,50,4,961
1315,2023-12-12 00:00:00,13,47,2,7,38
1316,2024-11-11 00:00:00,13,33,15,2,826
1317,2023-12-01 00:00:00,11,86,3,7,534
1318,2024-07-08 00:00:00,21,288,41,4,649
1319,2023-11-28 00:00:00,26,220,8,4,228
1320,2024-04-14 00:00:00,12,8,26,6,22
1321,2023-02-14 00:00:00,15,34,43,5,675
1322,2023-04-15 00:00:00,5,112,27,5,795
1323,2024-09-06 00:00:00,46,275,37,3,267
1324,2024-12-05 00:00:00,21,199,44,3,350
1325,2024-08-22 00:00:00,21,247,5,6,28
1326,2023-01-14 00:00:00,29,196,33,4,525
1327,2024-03-14 00:00:00,15,11,40,2,326
1328,2024-05-25 00:00:00,49,125,40,2,71
1329,2023-09-01 00:00:00,19,104,10,7,219
1330,2024-10-21 00:00:00,47,228,48,6,147
1331,2023-01-25 00:00:00,49,21,34,7,673
1332,2024-11-11 00:00:00,15,170,22,4,220
1333,2024-03-28 00:00:00,16,114,39,7,543
1334,2023-02-23 00:00:00,41,4,5,8,81
1335,2024-07-16 00:00:00,41,73,14,3,103
1336,2023-11-15 00:00:00,14,121,33,2,446
1337,2023-11-07 00:00:00,11,102,16,7,190
1338,2024-05-07 00:00:00,19,296,29,4,288
1339,2024-03-08 00:00:00,6,185,26,7,181
1340,2024-05-08 00:00:00,33,222,49,3,849
1341,2023-11-04 00:00:00,2,196,28,2,787
1342,2024-01-25 00:00:00,39,276,10,9,754
1343,2024-05-07 00:00:00,30,157,30,5,394
1344,2023-07-14 00:00:00,5,171,9,8,210
1345,2024-03-01 00:00:00,1,7,33,6,513
1346,2024-08-25 00:00:00,26,192,25,8,325
1347,2023-06-16 00:00:00,5,210,3,2,404
1348,2024-10-12 00:00:00,13,224,17,6,531
1349,2024-03-10 00:00:00,45,189,45,1,676
1350,2024-01-06 00:00:00,48,127,16,8,45
1351,2024-11-28 00:00:00,41,15,45,3,277
1352,2023-06-15 00:00:00,10,131,16,10,602
1353,2024-01-29 00:00:00,1,60,50,2,669
1354,2024-03-13 00:00:00,26,42,34,4,907
1355,2024-08-23 00:00:00,17,155,33,9,684
1356,2023-12-19 00:00:00,20,211,49,2,121
1357,2024-12-16 00:00:00,10,138,48,4,962
1358,2024-12-14 00:00:00,20,4,11,8,11
1359,2023-06-30 00:00:00,27,269,27,5,760
1360,2024-05-29 00:00:00,24,96,46,3,212
1361,2023-07-07 00:00:00,8,231,37,4,200
1362,2024-10-01 00:00:00,49,99,17,7,461
1363,2023-10-11 00:00:00,7,86,6,5,97
1364,2024-11-19 00:00:00,5,176,2,10,250
1365,2023-01-08 00:00:00,49,52,1,1,282
1366,2023-01-08 00:00:00,43,299,3,2,226
1367,2023-12-12 00:00:00,25,267,49,5,964
1368,2023-11-19 00:00:00,39,220,22,6,708
1369,2023-12-31 00:00:00,16,185,43,7,397
1370,2023-05-23 00:00:00,22,52,1,8,901
1371,2023-09-12 00:00:00,2,63,34,5,983
1372,2023-07-12 00:00:00,24,232,40,8,537
1373,2023-11-30 00:00:00,1,165,2,6,904
1374,2024-09-19 00:00:00,44,228,15,10,506
1375,2023-04-13 00:00:00,6,179,28,8,684
1376,2024-06-16 00:00:00,47,198,19,10,209
1377,2023-11-05 00:00:00,37,259,3,3,519
1378,2023-04-29 00:00:00,44,281,30,3,927
1379,2024-11-06 00:00:00,31,277,16,4,226
1380,2023-12-01 00:00:00,45,46,7,7,742
1381,2024-11-17 00:00:00,25,144,15,5,691
1382,2023-12-07 00:00:00,8,70,35,8,102
1383,2024-01-22 00:00:00,15,295,50,10,76
1384,2023-08-27 00:00:00,46,196,42,9,999
1385,2023-12-15 00:00:00,15,133,8,5,99
1386,2023-11-17 00:00:00,48,97,48,2,596
1387,2024-07-02 00:00:00,25,296,48,1,328
1388,2024-11-26 00:00:00,13,199,28,6,799
1389,2024-02-09 00:00:00,9,267,43,10,614
1390,2023-10-31 00:00:00,1,276,30,6,158
1391,2023-05-30 00:00:00,15,256,44,8,160
1392,2024-12-06 00:00:00,48,18,39,6,326
1393,2023-08-09 00:00:00,8,141,46,10,499
1394,2023-12-08 00:00:00,32,150,46,7,70
1395,2023-07-03 00:00:00,10,108,47,4,727
1396,2023-12-12 00:00:00,32,201,20,3,32
1397,2023-10-17 00:00:00,28,243,23,7,410
1398,2023-11-28 00:00:00,19,100,45,9,413
1399,2024-08-14 00:00:00,49,298,4,5,478
1400,2023-08-03 00:00:00,9,227,45,8,308
1401,2024-08-12 00:00:00,14,101,48,1,380
1402,2023-02-27 00:00:00,7,76,25,7,705
1403,2024-06-11 00:00:00,7,183,31,3,977
1404,2024-02-18 00:00:00,42,174,38,7,162
1405,2024-12-05 00:00:00,16,18,8,4,416
1406,2024-11-17 00:00:00,39,89,42,7,804
1407,2024-01-27 00:00:00,43,46,50,8,895
1408,2023-05-05 00:00:00,18,228,24,1,132
1409,2024-08-09 00:00:00,32,261,15,1,610
1410,2024-01-29 00:00:00,31,141,45,2,823
1411,2023-03-07 00:00:00,31,223,20,10,138
1412,2024-02-08 00:00:00,46,276,12,7,842
1413,2024-08-21 00:00:00,36,275,34,8,75
1414,2023-05-01 00:00:00,35,64,49,4,998
1415,2023-05-06 00:00:00,12,93,1,9,467
1416,2024-07-29 00:00:00,3,66,37,4,678
1417,2024-07-11 00:00:00,17,18,6,2,528
1418,2024-06-15 00:00:00,11,217,43,1,264
1419,2023-11-17 00:00:00,19,274,29,3,600
1420,2023-04-12 00:00:00,34,181,39,9,532
1421,2023-08-09 00:00:00,43,23,16,1,202
1422,2024-09-29 00:00:00,9,283,14,10,377
1423,2023-06-17 00:00:00,28,39,36,5,276
1424,2024-12-12 00:00:00,26,234,6,5,702
1425,2024-10-10 00:00:00,10,275,14,2,654
1426,2024-06-07 00:00:00,45,99,46,6,587
1427,2024-03-20 00:00:00,39,84,27,3,333
1428,2024-06-28 00:00:00,25,14,39,4,89
1429,2024-01-07 00:00:00,8,281,27,2,347
1430,2024-01-22 00:00:00,22,140,10,4,290
1431,2023-11-10 00:00:00,15,194,7,2,189
1432,2023-10-16 00:00:00,38,251,7,9,367
1433,2023-11-22 00:00:00,36,139,39,2,928
1434,2024-06-28 00:00:00,49,200,12,6,835
1435,2024-12-04 00:00:00,36,207,31,10,140
1436,2023-10-01 00:00:00,33,80,43,3,156
1437,2024-12-24 00:00:00,4,190,46,4,704
1438,2023-10-21 00:00:00,30,94,29,6,827
1439,2023-03-31 00:00:00,18,220,34,4,322
1440,2023-03-23 00:00:00,20,209,50,6,875
1441,2023-10-20 00:00:00,5,123,6,3,599
1442,2023-05-20 00:00:00,36,253,1,7,703
1443,2023-01-15 00:00:00,31,255,33,9,724
1444,2024-07-01 00:00:00,40,98,48,1,741
1445,2024-09-13 00:00:00,48,177,16,9,710
1446,2023-03-18 00:00:00,29,87,44,9,935
1447,2024-05-22 00:00:00,24,69,33,6,985
1448,2023-09-13 00:00:00,25,88,24,2,356
1449,2023-08-07 00:00:00,35,61,19,5,504
1450,2024-10-20 00:00:00,1,292,26,4,955
1451,2023-12-31 00:00:00,33,19,30,10,878
1452,2023-12-25 00:00:00,1,236,22,5,372
1453,2024-05-18 00:00:00,47,96,26,6,19
1454,2023-05-07 00:00:00,13,44,34,9,930
1455,2024-01-19 00:00:00,32,4,10,5,241
1456,2023-04-22 00:00:00,20,187,28,3,559
1457,2023-01-06 00:00:00,29,225,11,3,372
1458,2024-02-09 00:00:00,23,102,8,4,301
1459,2024-05-05 00:00:00,27,170,3,3,692
1460,2024-11-29 00:00:00,43,137,8,7,510
1461,2024-02-03 00:00:00,46,66,21,7,523
1462,2024-05-27 00:00:00,9,57,7,1,139
1463,2023-01-09 00:00:00,1,122,4,6,449
1464,2024-03-15 00:00:00,28,246,19,5,507
1465,2023-04-28 00:00:00,16,79,47,9,201
1466,2023-04-16 00:00:00,17,127,43,7,213
1467,2024-08-28 00:00:00,45,258,40,3,203
1468,2023-10-08 00:00:00,41,77,15,2,145
1469,2023-02-22 00:00:00,13,75,28,1,641
1470,2023-08-25 00:00:00,25,209,34,5,726
1471,2024-10-21 00:00:00,15,173,28,8,72
1472,2023-12-26 00:00:00,4,156,8,5,382
1473,2023-02-11 00:00:00,46,215,16,6,926
1474,2023-10-14 00:00:00,1,27,43,6,227
1475,2024-01-08 00:00:00,39,52,28,3,268
1476,2024-07-19 00:00:00,22,156,8,2,695
1477,2024-08-26 00:00:00,50,67,22,6,769
1478,2023-03-31 00:00:00,34,191,16,5,225
1479,2024-11-01 00:00:00,7,67,41,10,133
1480,2024-07-13 00:00:00,13,99,46,8,957
1481,2023-06-07 00:00:00,40,176,20,8,789
1482,2024-07-27 00:00:00,3,66,13,7,573
1483,2024-05-09 00:00:00,23,188,29,2,942
1484,2024-12-14 00:00:00,27,269,33,1,180
1485,2024-12-11 00:00:00,9,149,3,10,72
1486,2023-03-18 00:00:00,13,204,32,9,901
1487,2024-02-04 00:00:00,11,225,49,9,403
1488,2023-08-12 00:00:00,26,140,14,3,13
1489,2024-06-21 00:00:00,38,5,33,8,525
1490,2023-05-02 00:00:00,17,156,15,5,735
1491,2024-10-16 00:00:00,11,115,3,9,253
1492,2024-10-19 00:00:00,10,143,9,5,904
1493,2024-10-09 00:00:00,16,108,35,2,11
1494,2024-07-16 00:00:00,39,189,21,2,979
1495,2023-02-28 00:00:00,17,69,27,10,311
1496,2023-06-30 00:00:00,41,6,23,4,758
1497,2024-12-05 00:00:00,17,9,35,10,118
1498,2024-03-28 00:00:00,25,132,41,10,574
1499,2024-02-09 00:00:00,15,167,18,4,605
1500,2024-05-05 00:00:00,10,229,15,7,387
1501,2023-06-30 00:00:00,6,254,12,8,199
1502,2023-11-14 00:00:00,13,292,32,3,673
1503,2023-03-15 00:00:00,11,91,26,10,202
1504,2023-05-21 00:00:00,28,126,30,7,112
1505,2023-04-23 00:00:00,47,7,39,2,396
1506,2023-05-27 00:00:00,1,23,9,4,798
1507,2023-12-13 00:00:00,41,7,1,2,565
1508,2024-03-30 00:00:00,46,44,13,3,501
1509,2024-07-10 00:00:00,11,158,22,8,168
1510,2023-02-15 00:00:00,45,137,41,9,136
1511,2024-03-01 00:00:00,7,279,19,2,533
1512,2023-05-31 00:00:00,10,1,15,1,242
1513,2023-04-26 00:00:00,23,147,15,7,713
1514,2023-10-16 00:00:00,32,87,8,4,114
1515,2023-03-28 00:00:00,23,40,40,6,131
1516,2023-07-05 00:00:00,3,78,12,7,553
1517,2023-12-23 00:00:00,44,218,10,5,649
1518,2024-12-29 00:00:00,7,139,32,6,965
1519,2024-04-02 00:00:00,5,2,10,3,337
1520,2023-10-13 00:00:00,47,245,5,2,601
1521,2023-12-28 00:00:00,10,47,21,3,196
1522,2024-09-08 00:00:00,21,254,28,8,720
1523,2024-05-24 00:00:00,41,171,9,4,402
1524,2024-01-29 00:00:00,35,274,32,9,559
1525,2024-12-11 00:00:00,6,298,46,7,549
1526,2023-07-28 00:00:00,48,113,45,2,250
1527,2023-04-23 00:00:00,2,186,36,8,990
1528,2024-07-18 00:00:00,4,179,24,3,311
1529,2023-05-01 00:00:00,27,125,14,4,67
1530,2024-01-16 00:00:00,45,74,25,1,722
1531,2024-08-31 00:00:00,4,55,43,10,85
1532,2023-03-20 00:00:00,11,16,10,6,154
1533,2023-05-24 00:00:00,1,292,27,3,793
1534,2023-12-12 00:00:00,48,271,45,5,491
1535,2024-10-19 00:00:00,29,7,19,2,169
1536,2024-03-09 00:00:00,3,89,33,3,21
1537,2023-11-10 00:00:00,44,233,36,5,951
1538,2024-06-18 00:00:00,46,117,28,3,288
1539,2023-08-13 00:00:00,25,65,48,4,420
1540,2024-12-10 00:00:00,26,95,48,9,629
1541,2023-02-25 00:00:00,30,245,21,7,857
1542,2024-01-07 00:00:00,24,218,13,5,121
1543,2023-04-20 00:00:00,39,172,2,4,298
1544,2023-07-12 00:00:00,5,109,39,1,784
1545,2024-08-06 00:00:00,36,104,41,1,256
1546,2023-04-06 00:00:00,37,23,37,8,56
1547,2023-07-19 00:00:00,20,5,23,5,991
1548,2023-04-10 00:00:00,21,201,47,6,142
1549,2023-06-03 00:00:00,22,209,48,9,113
1550,2023-10-25 00:00:00,2,196,31,10,899
1551,2023-04-06 00:00:00,11,78,44,8,90
1552,2024-05-28 00:00:00,46,119,14,3,797
1553,2023-12-14 00:00:00,34,268,50,6,468
1554,2024-11-30 00:00:00,19,185,40,7,50
1555,2023-06-06 00:00:00,25,123,14,10,631
1556,2023-11-13 00:00:00,37,255,7,1,156
1557,2023-10-30 00:00:00,36,45,32,2,475
1558,2023-03-14 00:00:00,11,35,18,10,382
1559,2024-03-28 00:00:00,12,236,17,8,272
1560,2023-10-21 00:00:00,42,72,8,10,509
1561,2024-10-01 00:00:00,26,210,40,3,461
1562,2024-11-29 00:00:00,21,192,6,7,528
1563,2023-01-09 00:00:00,3,30,48,4,726
1564,2023-03-16 00:00:00,10,54,19,7,172
1565,2024-10-19 00:00:00,15,199,30,2,367
1566,2024-02-11 00:00:00,35,239,7,2,194
1567,2023-12-17 00:00:00,50,222,13,7,346
1568,2023-02-09 00:00:00,39,249,14,8,127
1569,2024-08-04 00:00:00,35,80,31,3,665
1570,2024-04-29 00:00:00,3,195,4,6,818
1571,2024-03-09 00:00:00,14,28,14,1,985
1572,2023-10-08 00:00:00,18,130,41,3,95
1573,2023-08-08 00:00:00,26,42,20,8,902
1574,2024-03-14 00:00:00,43,133,12,1,104
1575,2024-05-08 00:00:00,22,153,11,4,367
1576,2023-12-30 00:00:00,31,275,45,3,998
1577,2024-09-03 00:00:00,45,293,25,1,584
1578,2024-11-11 00:00:00,13,40,47,10,641
1579,2023-06-01 00:00:00,47,163,1,3,928
1580,2023-01-04 00:00:00,32,163,8,7,279
1581,2023-04-10 00:00:00,29,65,41,8,664
1582,2023-06-20 00:00:00,3,112,48,4,440
1583,2024-11-26 00:00:00,39,194,14,6,224
1584,2023-11-11 00:00:00,37,8,24,6,26
1585,2024-02-28 00:00:00,33,64,45,8,674
1586,2023-12-10 00:00:00,27,181,23,9,446
1587,2024-09-01 00:00:00,8,91,30,7,392
1588,2024-12-06 00:00:00,11,278,28,7,301
1589,2023-04-12 00:00:00,44,224,41,5,728
1590,2023-04-17 00:00:00,6,54,6,1,641
1591,2023-02-03 00:00:00,32,279,7,8,525
1592,2024-07-18 00:00:00,43,149,27,4,238
1593,2024-04-20 00:00:00,25,59,13,8,983
1594,2023-10-18 00:00:00,27,203,1,6,810
1595,2024-02-29 00:00:00,18,136,20,7,699
1596,2024-06-15 00:00:00,3,8,2,3,819
1597,2024-03-16 00:00:00,48,163,22,3,992
1598,2023-02-22 00:00:00,16,285,26,4,641
1599,2023-11-22 00:00:00,37,220,9,7,755
1600,2023-05-10 00:00:00,34,82,28,4,111
1601,2024-10-04 00:00:00,33,61,41,10,813
1602,2023-01-27 00:00:00,17,284,11,6,218
1603,2024-12-25 00:00:00,28,6,41,10,166
1604,2023-05-14 00:00:00,35,41,37,7,35
1605,2023-11-01 00:00:00,30,184,12,4,678
1606,2023-02-22 00:00:00,13,275,16,7,798
1607,2023-04-16 00:00:00,18,43,10,1,663
1608,2023-09-26 00:00:00,8,236,39,2,119
1609,2023-08-01 00:00:00,12,48,5,8,874
1610,2024-10-02 00:00:00,26,52,32,1,433
1611,2024-10-10 00:00:00,5,108,44,7,394
1612,2024-11-06 00:00:00,29,83,12,5,20
1613,2024-09-20 00:00:00,37,17,8,6,365
1614,2023-05-05 00:00:00,39,280,1,3,544
1615,2023-06-06 00:00:00,13,16,35,1,540
1616,2023-08-14 00:00:00,14,187,8,4,40
1617,2023-04-05 00:00:00,6,65,18,5,503
1618,2024-05-22 00:00:00,23,283,42,5,488
1619,2024-12-04 00:00:00,28,263,26,4,266
1620,2024-08-24 00:00:00,46,144,26,2,607
1621,2024-03-09 00:00:00,20,85,14,8,453
1622,2024-03-15 00:00:00,39,140,21,10,120
1623,2023-03-07 00:00:00,13,291,23,6,929
1624,2023-10-28 00:00:00,29,86,3,9,269
1625,2023-11-27 00:00:00,39,272,23,7,40
1626,2024-01-16 00:00:00,28,96,23,4,84
1627,2024-12-05 00:00:00,24,75,50,6,135
1628,2023-08-27 00:00:00,1,169,14,8,591
1629,2023-08-11 00:00:00,36,34,25,5,626
1630,2024-11-18 00:00:00,7,288,18,10,978
1631,2023-11-22 00:00:00,5,294,42,7,708
1632,2023-02-17 00:00:00,21,102,13,1,831
1633,2023-12-01 00:00:00,18,216,8,2,473
1634,2024-10-21 00:00:00,38,197,16,10,31
1635,2024-02-17 00:00:00,37,3,30,5,144
1636,2023-03-13 00:00:00,3,274,34,1,355
1637,2023-12-21 00:00:00,31,49,27,5,291
1638,2024-02-07 00:00:00,26,41,36,6,515
1639,2024-09-24 00:00:00,20,233,32,2,873
1640,2023-04-18 00:00:00,7,15,15,1,855
1641,2024-01-13 00:00:00,21,224,15,3,100
1642,2023-02-14 00:00:00,35,3,45,1,275
1643,2024-09-19 00:00:00,8,25,20,2,280
1644,2024-04-16 00:00:00,25,139,45,3,957
1645,2024-02-28 00:00:00,8,65,21,3,781
1646,2024-08-14 00:00:00,41,229,43,2,544
1647,2023-08-20 00:00:00,31,251,18,6,801
1648,2024-07-25 00:00:00,6,136,50,5,738
1649,2023-03-03 00:00:00,16,106,45,2,86
1650,2023-07-12 00:00:00,14,7,43,4,489
1651,2024-06-24 00:00:00,32,54,22,4,843
1652,2023-06-07 00:00:00,33,161,49,5,735
1653,2024-04-08 00:00:00,33,55,9,4,948
1654,2024-03-09 00:00:00,40,263,13,7,202
1655,2023-04-20 00:00:00,11,158,37,2,160
1656,2023-10-01 00:00:00,48,57,16,1,925
1657,2023-05-02 00:00:00,2,244,43,9,473
1658,2024-05-29 00:00:00,36,44,23,7,227
1659,2023-04-11 00:00:00,28,261,22,1,461
1660,2024-02-17 00:00:00,4,196,47,7,208
1661,2023-04-22 00:00:00,12,142,34,10,515
1662,2023-04-28 00:00:00,44,26,42,4,991
1663,2023-04-14 00:00:00,4,19,37,5,254
1664,2023-08-14 00:00:00,18,116,40,7,411
1665,2023-12-22 00:00:00,47,138,32,4,185
1666,2023-04-07 00:00:00,41,148,46,10,304
1667,2024-12-05 00:00:00,12,258,45,10,498
1668,2024-04-11 00:00:00,16,88,21,2,180
1669,2023-07-01 00:00:00,10,7,43,8,448
1670,2024-04-30 00:00:00,17,40,11,1,618
1671,2023-01-18 00:00:00,38,1,32,4,493
1672,2023-05-31 00:00:00,37,149,15,9,525
1673,2024-04-08 00:00:00,50,49,7,5,833
1674,2024-01-09 00:00:00,32,180,35,5,689
1675,2024-06-14 00:00:00,30,7,23,5,737
1676,2024-10-17 00:00:00,50,248,8,5,712
1677,2024-01-01 00:00:00,2,76,27,4,685
1678,2024-03-17 00:00:00,32,16,16,10,768
1679,2024-01-22 00:00:00,24,106,48,2,208
1680,2024-06-23 00:00:00,41,56,18,9,930
1681,2024-08-26 00:00:00,12,136,44,6,919
1682,2024-12-19 00:00:00,27,142,20,4,52
1683,2023-12-22 00:00:00,22,63,28,8,590
1684,2024-04-22 00:00:00,19,57,1,8,959
1685,2023-06-16 00:00:00,44,77,34,5,648
1686,2024-04-09 00:00:00,20,250,19,2,828
1687,2023-11-10 00:00:00,3,112,19,10,136
1688,2023-12-25 00:00:00,1,221,23,1,61
1689,2024-12-31 00:00:00,19,258,43,9,168
1690,2023-03-24 00:00:00,18,74,47,4,452
1691,2024-11-25 00:00:00,19,113,3,8,965
1692,2023-09-25 00:00:00,41,198,28,7,1000
1693,2023-11-27 00:00:00,20,160,12,10,456
1694,2024-07-21 00:00:00,38,72,44,4,266
1695,2024-10-05 00:00:00,13,155,20,2,314
1696,2024-03-23 00:00:00,30,280,12,7,811
1697,2024-12-02 00:00:00,7,71,34,8,720
1698,2024-02-25 00:00:00,46,184,30,6,447
1699,2023-04-01 00:00:00,30,15,36,1,990
1700,2024-06-08 00:00:00,49,72,40,5,815
1701,2023-10-28 00:00:00,24,66,40,9,931
1702,2024-06-14 00:00:00,4,202,9,7,696
1703,2024-10-27 00:00:00,30,28,6,1,286
1704,2024-05-08 00:00:00,7,171,39,2,851
1705,2024-06-07 00:00:00,45,170,4,2,768
1706,2024-05-22 00:00:00,48,28,45,4,538
1707,2023-01-07 00:00:00,9,115,44,3,318
1708,2023-05-04 00:00:00,32,103,8,2,10
1709,2024-06-01 00:00:00,34,50,16,4,116
1710,2023-07-08 00:00:00,29,201,4,2,317
1711,2024-11-04 00:00:00,16,280,17,10,707
1712,2023-05-26 00:00:00,40,64,28,3,661
1713,2023-07-25 00:00:00,48,124,11,9,769
1714,2024-08-25 00:00:00,31,246,19,5,693
1715,2023-04-20 00:00:00,32,189,43,5,410
1716,2023-05-04 00:00:00,30,214,28,3,38
